CO,NO2,O3,AQI,CO AQI,NO2 AQI,O3 AQI,PM2.5 AQI
0.0337807125096245,0.0006319296662695,0.1222042590379715,85,8.0,42.0,28.0,85.0
0.0328127779066562,0.0001743517864069,0.1294336690257938,69,13.0,41.0,33.0,69.0
0.0320289954543113,0.000152811044245,0.1189091429114341,47,15.0,47.0,36.0,40.0
0.0313865728676319,0.0002220300856467,0.1174793859609029,46,10.0,46.0,37.0,32.0
0.0309062683954834,0.0001806238724384,0.1344183608889579,37,7.0,33.0,27.0,37.0
0.0309062683954834,0.0003074515132327,0.1227126870640021,47,8.0,41.0,24.0,47.0
0.0348565094172954,0.000245992493125,0.1228333885533043,45,11.0,42.0,31.0,45.0
0.0325952473510472,0.0002105344793154,0.1231397542378022,40,13.0,37.0,34.0,40.0
0.0339414589107036,0.0002512191728006,0.1261057233513685,54,10.0,38.0,29.0,54.0
0.0339414589107036,0.0004198616185925,0.1299361905018176,51,7.0,36.0,27.0,51.0
0.0407388592109716,0.0004198616185925,0.1452646106481552,35,7.0,35.0,22.0,27.0
0.0302871975960405,0.0004198616185925,0.1475970447063446,31,6.0,27.0,30.0,31.0
0.0302871975960405,0.0003717157887876,0.1340454667806625,44,10.0,33.0,15.0,44.0
0.0282976126395702,0.0003717157887876,0.1377582806581991,40,13.0,34.0,15.0,40.0
0.0313634015619754,0.0001821162441046,0.1283181011676788,40,9.0,34.0,20.0,40.0
0.0302046008916104,0.0001821162441046,0.1260030521616941,29,8.0,27.0,14.0,29.0
0.0305173434317111,0.0001821162441046,0.133005291223526,38,6.0,24.0,27.0,38.0
0.0370104038923,0.0004227500758133,0.1313169300556183,45,9.0,42.0,15.0,45.0
0.0370104038923,0.0003660762449726,0.1272958649591446,53,11.0,31.0,12.0,53.0
0.0370104038923,0.0003660762449726,0.1240017339587211,54,13.0,37.0,18.0,54.0
0.0383735224604606,0.0006218691852394,0.11824202862483,81,16.0,54.0,10.0,81.0
0.0383735224604606,0.0006569672259502,0.1176938265562057,96,17.0,51.0,12.0,96.0
0.0326545722782611,2.4958680282266785e-05,0.1376266265741604,34,8.0,25.0,34.0,24.0
0.0348686017096042,0.0002686030855323,0.1230242644127436,43,10.0,43.0,22.0,33.0
0.0348686017096042,0.0002228642697446,0.1236694604158401,40,10.0,40.0,24.0,30.0
0.0376149229705333,0.0005309842187725,0.1362804521881691,58,14.0,51.0,16.0,58.0
0.0376149229705333,0.0002497408077863,0.131044111355556,38,14.0,38.0,21.0,35.0
0.0376149229705333,0.0002497408077863,0.1322579085826873,48,16.0,34.0,30.0,48.0
0.0376149229705333,0.0001240051060449,0.1438859712348088,44,7.0,28.0,25.0,44.0
0.0348869839766978,0.0001341723836958,0.1674109101295471,33,5.0,14.0,31.0,33.0
0.0301161193523146,3.98363008571323e-05,0.1820791362681437,32,9.0,32.0,31.0,25.0
0.0373533815145492,0.0003760649706237,0.1500081121921539,38,10.0,38.0,19.0,37.0
0.0392346842926058,0.0002247446241657,0.1345124923895801,52,8.0,30.0,24.0,52.0
0.0392346842926058,0.0002247446241657,0.144409715368372,61,11.0,33.0,26.0,61.0
0.0392346842926058,0.0002527927505722,0.1701178031938744,50,9.0,36.0,20.0,50.0
0.0363148905964374,0.0003010824439115,0.145756259560585,54,11.0,43.0,20.0,54.0
0.0315898201070397,0.0001618977839825,0.1368512660264969,65,8.0,30.0,29.0,65.0
0.0323840044438838,0.0002069330078171,0.1363348520140054,65,11.0,37.0,21.0,65.0
0.0391618050634861,0.0003861928925472,0.1245217267741587,56,14.0,49.0,14.0,56.0
0.0391618050634861,0.0010903542861342,0.1259367316961288,71,15.0,38.0,20.0,71.0
0.0391618050634861,0.0006297139334492,0.1262989640235901,61,14.0,40.0,23.0,61.0
0.032942671328783,0.0002250770339742,0.1263520866632461,44,10.0,44.0,22.0,40.0
0.032942671328783,0.0002250770339742,0.1303817629814148,40,10.0,40.0,20.0,29.0
0.0364805310964584,0.0002466270525474,0.1459124311804771,55,11.0,33.0,20.0,55.0
0.0311852097511291,0.0002466270525474,0.1713650822639465,47,10.0,32.0,24.0,47.0
0.0311852097511291,0.000261756842079,0.1481927630301072,53,10.0,35.0,18.0,53.0
0.0377881713211536,0.000261756842079,0.1516839198603459,61,14.0,30.0,22.0,61.0
0.0419145861640081,0.0001728539301707,0.1550105151452945,62,10.0,31.0,30.0,62.0
0.0402269512414932,0.0003319368115626,0.1519270966299724,70,9.0,34.0,29.0,70.0
0.0473647378385067,0.0004700946446973,0.1509391218423843,68,9.0,32.0,25.0,68.0
0.037419319152832,0.0003880228614434,0.1474959105253219,97,10.0,39.0,25.0,97.0
0.037419319152832,0.0003880228614434,0.1253836452960968,36,9.0,36.0,21.0,33.0
0.037419319152832,0.0002779943461064,0.1152993068099021,37,9.0,37.0,24.0,32.0
0.037419319152832,0.0002779943461064,0.1173649653792381,42,11.0,42.0,20.0,36.0
0.0326028033295993,0.0002779943461064,0.1330098700156034,40,7.0,27.0,30.0,40.0
0.0339115754243517,0.0002674651708625,0.1266727678420746,58,8.0,33.0,21.0,58.0
0.037209266800026,0.0002687491651158,0.1289155334234237,52,10.0,33.0,21.0,52.0
0.037209266800026,0.0007953387567384,0.135916018903984,55,13.0,42.0,15.0,55.0
0.037209266800026,0.0007953387567384,0.1259955323796726,99,14.0,41.0,15.0,99.0
0.037209266800026,0.0005911624175496,0.13759745657444,73,8.0,40.0,19.0,73.0
0.0499260984361171,0.0007811006407634,0.1359740256189099,54,9.0,40.0,19.0,54.0
0.0420142336479527,0.0002521541027817,0.1424051970243453,47,8.0,47.0,26.0,34.0
0.0420142336479527,0.0007249658228829,0.1346925348043441,42,11.0,42.0,22.0,38.0
0.0402792758023212,0.0002771256840787,0.1345943361520767,44,14.0,44.0,24.0,42.0
0.0362867414951324,0.0001605589139089,0.1368661942929363,41,14.0,41.0,30.0,35.0
0.0383917242288589,0.0003797376120928,0.1374405175447464,50,10.0,30.0,33.0,50.0
0.0383917242288589,2.8664393539656885e-05,0.1552059703194816,38,5.0,38.0,34.0,18.0
0.0407903173181154,0.0002768587079319,0.1578791253254419,44,10.0,44.0,34.0,31.0
0.0423494651913642,0.0010519996285438,0.1586560755968094,39,8.0,39.0,34.0,26.0
0.0394135590239888,0.0005887724109925,0.1218734830617904,48,10.0,36.0,28.0,48.0
0.0368913225829601,0.000480676011648,0.1218454018235206,59,11.0,38.0,31.0,59.0
0.040021039545536,0.0003818915414905,0.1288194024519074,73,14.0,41.0,37.0,73.0
0.029019744148978,0.0003818915414905,0.146295165390013,55,6.0,26.0,31.0,55.0
0.0406322367489337,0.0002106459141941,0.151408240199089,44,8.0,44.0,29.0,35.0
0.0381590808236801,0.0003764259836938,0.1380524656725341,38,8.0,38.0,31.0,36.0
0.0410587862133979,0.0003660260654225,0.1480719475798052,48,9.0,40.0,29.0,48.0
0.0443188957870006,0.0003655415645483,0.148290234208839,58,9.0,34.0,32.0,58.0
0.0413024257868528,0.0003260145491157,0.1483233573670733,64,10.0,37.0,33.0,64.0
0.0413024257868528,0.0003471235395409,0.1365790069103241,67,10.0,33.0,34.0,67.0
0.0352307260036468,0.0002775784317869,0.1285434082708575,64,10.0,34.0,42.0,64.0
0.0369683476789015,0.000255729566561,0.1335023343563079,71,10.0,37.0,38.0,71.0
0.0369683476789015,0.000255729566561,0.1361281830304296,75,9.0,32.0,31.0,75.0
0.0446044445593209,0.0003339646345198,0.1318682731986068,83,6.0,29.0,33.0,83.0
0.0411328487098217,0.0002739637420745,0.128339648246765,66,10.0,52.0,34.0,66.0
0.033408235758543,0.0002739637420745,0.1388653516769409,54,11.0,42.0,36.0,54.0
0.033375721424818,0.0002739637420745,0.1416292190551757,43,5.0,24.0,31.0,43.0
0.0426913341883569,0.0005041263648308,0.1352864503860473,59,8.0,30.0,31.0,59.0
0.0397133063524961,0.0003113818880554,0.1315888401162296,53,10.0,48.0,33.0,53.0
0.0355038303095185,0.0003253741222302,0.1305186018266909,44,11.0,44.0,31.0,43.0
0.0329514183104038,0.0002213598224104,0.1349958828412827,40,11.0,40.0,30.0,28.0
0.0349138978610973,0.0001502821105532,0.133896917104721,47,8.0,33.0,35.0,47.0
0.0331362597644328,0.0001502821105532,0.1557586789131164,37,3.0,12.0,34.0,37.0
0.0331362597644328,6.0191361489570855e-05,0.1526576686328666,36,7.0,36.0,32.0,25.0
0.0442813597619533,0.0003647904086392,0.1483013778924942,38,7.0,38.0,29.0,34.0
0.0418466145891008,0.0002162735036108,0.1434377431869506,59,9.0,34.0,28.0,59.0
0.0418599620461463,0.0005598952304767,0.1434470022040969,65,7.0,39.0,36.0,65.0
0.0418599620461463,0.0005598952304767,0.1412682086229324,67,8.0,30.0,31.0,67.0
0.0354209506223764,0.0005598952304767,0.145645911875032,29,2.0,11.0,29.0,24.0
0.0397543534636497,0.0005598952304767,0.157392993569374,29,3.0,23.0,29.0,18.0
0.0347295969124873,0.0001540446246508,0.1596744209527969,29,6.0,29.0,26.0,25.0
0.0372852310538291,0.0001540446246508,0.147098422050476,23,2.0,16.0,16.0,23.0
0.0371725641327956,0.0001540446246508,0.1527730524539947,26,5.0,20.0,26.0,25.0
0.0377853207992963,0.0001540446246508,0.1575293242931366,32,6.0,24.0,26.0,32.0
0.0387615982524103,0.0001540446246508,0.1697400410139929,30,6.0,29.0,30.0,22.0
0.0408086478710174,0.0002573233214206,0.1646774411201477,32,6.0,27.0,32.0,25.0
0.0345346519732932,0.0002573233214206,0.1444585006129277,33,5.0,21.0,33.0,23.0
0.0373217612504959,0.0002573233214206,0.133248433470726,31,5.0,19.0,31.0,20.0
0.0404730586675501,6.717840977869623e-05,0.1303860805393458,34,2.0,15.0,34.0,15.0
0.0413763280172016,6.717840977869623e-05,0.1285771429538726,32,5.0,22.0,32.0,20.0
0.0361371412873268,6.717840977869623e-05,0.1350648999214172,33,3.0,23.0,33.0,14.0
0.0352145992219448,8.07072501629591e-05,0.140722706913948,32,5.0,28.0,32.0,17.0
0.040531239411687,8.423074301593232e-05,0.1503138493881388,35,6.0,31.0,35.0,27.0
0.040531239411687,8.423074301593232e-05,0.1505290595398726,38,3.0,14.0,38.0,30.0
0.0379795171320438,3.692132304422557e-05,0.1630768328905105,38,5.0,18.0,37.0,38.0
0.0470388568937778,0.0001996959495865,0.1465414278837097,35,5.0,25.0,35.0,35.0
0.0470388568937778,0.0001996959495865,0.1435577806890244,40,7.0,28.0,35.0,40.0
0.0414922870695591,0.0002378199981412,0.152707254346226,52,5.0,31.0,37.0,52.0
0.0440926291048526,0.0002378199981412,0.1470625475049018,44,3.0,19.0,34.0,44.0
0.043703433445571,0.0001278152776649,0.1512884795665741,45,5.0,25.0,38.0,45.0
0.0379462577402591,0.0001278152776649,0.1553301364183426,28,3.0,20.0,28.0,13.0
0.0319740623235702,0.0001278152776649,0.1757352948188781,32,3.0,20.0,32.0,13.0
0.0289634796108454,0.0001278152776649,0.1840267926454544,30,5.0,25.0,30.0,10.0
0.0364147461950778,0.0001215814045281,0.1588640958070755,35,6.0,18.0,35.0,30.0
0.042719620596235,5.484697612700984e-05,0.1562603712081909,35,6.0,27.0,33.0,35.0
0.041460707783699,0.0001456996105844,0.1533562093973159,44,6.0,33.0,44.0,32.0
0.0387526229023933,0.0001032976579153,0.1550131738185882,43,6.0,25.0,40.0,43.0
0.0317175760865211,0.0001032976579153,0.1685843765735626,30,3.0,17.0,30.0,25.0
0.0391983836889267,0.0001032976579153,0.1515707882230739,31,2.0,9.0,31.0,21.0
0.0406101569533348,3.922891846739891e-05,0.1508395373821258,33,2.0,7.0,33.0,22.0
0.0402077406088582,9.398007316987296e-05,0.1461191938920666,38,3.0,28.0,32.0,38.0
0.0426398840335392,0.0001483819942222,0.1374008506536483,43,6.0,23.0,41.0,43.0
0.0486167060960803,0.0002230542886535,0.1367101222276687,57,6.0,35.0,41.0,57.0
0.0401458516716957,0.0001286256665479,0.1369322906407588,58,7.0,34.0,58.0,51.0
0.0380183301494644,0.0001030777320221,0.1316897274692261,119,5.0,23.0,119.0,55.0
0.0401120949791371,0.000250977144981,0.1288177852660136,80,7.0,28.0,80.0,59.0
0.0423918813466846,0.0002674729729818,0.1365588754414934,58,5.0,30.0,44.0,58.0
0.0470529906451503,0.0001933874737004,0.1348420083522226,59,7.0,28.0,44.0,59.0
0.0470529906451503,0.0003747401160236,0.1314647955706641,67,5.0,24.0,38.0,67.0
0.043710052967053,0.0001222391583723,0.1396740674971943,64,3.0,18.0,38.0,64.0
0.0381133332848387,0.0001420008047716,0.140900939702928,54,5.0,18.0,38.0,54.0
0.0394755646549161,7.911497232268012e-05,0.1407117992638946,45,5.0,18.0,40.0,45.0
0.0401849299669095,8.552445683512313e-05,0.1351753674328125,39,3.0,11.0,31.0,39.0
0.041182834655029,0.0001318709867527,0.1343451589345363,55,5.0,33.0,45.0,55.0
0.0413953214883629,8.361664935033845e-05,0.1343690603970913,61,7.0,33.0,61.0,56.0
0.0394850110433765,0.0001684673334238,0.134866639971676,77,7.0,38.0,77.0,54.0
0.0377974101555899,0.0002587717317509,0.1383818984031092,112,8.0,39.0,112.0,60.0
0.0352391935884803,0.0002258990134577,0.1409715265035033,72,7.0,36.0,46.0,72.0
0.0396965805559339,9.164370344896428e-05,0.1408038180782661,70,3.0,22.0,47.0,70.0
0.0393995255339291,7.276973438408738e-05,0.1402179300784471,56,3.0,8.0,47.0,56.0
0.037581584567029,0.0001006095844786,0.1436055144138026,38,2.0,8.0,47.0,38.0
0.039434548783694,0.0001006095844786,0.1490854769944514,26,3.0,21.0,26.0,25.0
0.0354774731389024,0.0001201897844808,0.1458133624628055,36,3.0,21.0,36.0,29.0
0.0407925464063448,0.0001406549272359,0.1463512480258322,36,3.0,18.0,36.0,36.0
0.0391871475762808,0.0001499820864409,0.1429274752735487,41,3.0,15.0,33.0,41.0
0.0404146113365139,0.0001062787360832,0.1411606841577088,45,5.0,21.0,33.0,45.0
0.0348755810655733,6.323157867879727e-05,0.1385451406239877,48,5.0,16.0,33.0,48.0
0.0356118310778655,6.323157867879727e-05,0.1379074156283749,15,2.0,10.0,33.0,15.0
0.035285796970114,8.80915686138533e-05,0.1511362791060762,32,2.0,15.0,32.0,23.0
0.0391272024899439,9.450356083103186e-05,0.1470097228884075,30,3.0,18.0,32.0,30.0
0.0398535765707324,6.23074956820083e-05,0.1382270306348216,42,6.0,25.0,32.0,42.0
0.0353722977919946,0.0001240710407727,0.1466914415358876,48,3.0,19.0,32.0,48.0
0.0358714183259735,8.009785960890691e-05,0.1520944982766462,50,2.0,7.0,32.0,50.0
0.0380183421075183,8.077721577134292e-05,0.1452690511941295,62,5.0,17.0,32.0,62.0
0.0380183421075183,6.051471791576829e-05,0.1402994692324998,64,5.0,19.0,32.0,64.0
0.0359900034963932,0.0001098403764235,0.139230983904794,60,6.0,28.0,32.0,60.0
0.0364855192038973,0.0002036077348747,0.1392097026109106,59,5.0,24.0,50.0,59.0
0.0355765484273283,0.0001322115245655,0.1340052913022314,53,3.0,20.0,36.0,53.0
0.031962108647167,8.237773463459712e-05,0.1347131572046976,32,3.0,17.0,21.0,32.0
0.0342775844037387,8.315646846309513e-05,0.1399809718131427,29,2.0,7.0,29.0,20.0
0.0342775844037387,7.806137364237993e-05,0.1378133967518223,37,3.0,19.0,37.0,34.0
0.0339123643934583,9.397172082941083e-05,0.1389879958285409,56,5.0,35.0,48.0,56.0
0.0347413831076957,8.569673082089153e-05,0.1338574290275007,56,2.0,14.0,48.0,56.0
0.0334428809760489,6.499336578149712e-05,0.1382457811523969,41,3.0,12.0,41.0,33.0
0.0331778600811818,0.0001621708753369,0.1358145874653968,54,3.0,30.0,54.0,19.0
0.0353858061134665,0.0002369661960982,0.1338231116532713,47,5.0,25.0,47.0,15.0
0.0357084397221155,0.0003156305119733,0.1345010861143408,140,6.0,39.0,140.0,38.0
0.034048736095414,0.000178493338778,0.1306297183036252,77,7.0,41.0,77.0,49.0
0.0324096493422848,9.391909083780706e-05,0.1353053524207878,48,3.0,15.0,44.0,48.0
0.03494739424558,6.35009457614186e-05,0.1429822916811763,41,3.0,17.0,41.0,40.0
0.0291133429854985,9.93764683301301e-05,0.1420659390124505,46,3.0,14.0,46.0,40.0
0.0351718291640132,0.0001460059283999,0.1380142122506511,44,5.0,21.0,39.0,44.0
0.0336883384734248,0.000124537674726,0.1350483986677595,44,2.0,13.0,41.0,44.0
0.0336883384734248,0.000124537674726,0.1368768321514052,37,2.0,14.0,36.0,37.0
0.0333828777074672,0.000124537674726,0.1419682691375776,44,3.0,12.0,38.0,44.0
0.0322308148253939,0.00016237370437,0.1416600197553035,48,3.0,16.0,42.0,48.0
0.0330272137292146,6.354219604323488e-05,0.1393244324118765,40,2.0,5.0,40.0,38.0
0.0340103278060162,6.909802898678915e-05,0.1343059492679453,48,2.0,8.0,48.0,42.0
0.0362105518579329,0.0001309832545185,0.1349315736509383,64,3.0,19.0,64.0,55.0
0.0307159812921699,0.0001476925342393,0.1308251170335008,57,3.0,20.0,51.0,57.0
0.0286604630889189,0.0001623139830772,0.1288133782148069,54,3.0,22.0,45.0,54.0
0.0271856989711408,0.0002376251218822,0.1328947872381785,49,3.0,16.0,43.0,49.0
0.0271856989711408,9.680424485257158e-05,0.1429755481837528,42,3.0,18.0,42.0,40.0
0.0322104245424134,0.0001007547507469,0.1348533928393747,55,3.0,15.0,44.0,55.0
0.0273442603647593,0.0001007547507469,0.1298136860131668,27,2.0,7.0,27.0,17.0
0.0286407936364291,0.0001007547507469,0.1359955667997122,33,2.0,10.0,33.0,25.0
0.0294034834951038,8.10741330496624e-05,0.1383717954158198,38,3.0,22.0,35.0,38.0
0.0309258382767308,0.0001462131913285,0.1367386281489747,52,2.0,15.0,40.0,52.0
0.0289403200149412,0.0001157668848463,0.1318057626485267,47,2.0,11.0,45.0,47.0
0.029720921069371,5.37385494680848e-05,0.1303247809409544,54,5.0,20.0,54.0,53.0
0.0276417415588977,5.912686538065146e-05,0.1263747364282073,169,5.0,26.0,47.0,169.0
0.0288295634090778,9.400016564857717e-05,0.1260944656462075,225,7.0,21.0,64.0,225.0
0.0301059633493296,0.0001774308911989,0.1271491050719677,77,7.0,25.0,77.0,69.0
0.0300930507042187,0.0001244709280365,0.1244270364043701,64,3.0,25.0,50.0,64.0
0.0271609053015594,0.0001098786888177,0.1248547956346937,64,3.0,22.0,47.0,64.0
0.0266304686665422,0.0001429571129846,0.1270923763513027,74,3.0,21.0,74.0,65.0
0.0289449170231696,0.0001488990062766,0.126079372712542,101,5.0,34.0,101.0,69.0
0.0308201422504009,4.493313873796604e-05,0.1272223282702724,84,6.0,25.0,84.0,54.0
0.0308201422504009,7.737423123709433e-05,0.1274251195601458,74,3.0,24.0,74.0,56.0
0.0260546561330446,9.627683257427166e-05,0.1300566043333403,63,3.0,21.0,45.0,63.0
0.0283912804678755,0.0001120008673751,0.1291864067315509,60,2.0,16.0,43.0,60.0
0.0264649836165349,0.0001272576464804,0.1317072422850915,50,2.0,12.0,44.0,50.0
0.0260703917592653,0.0001457061589462,0.1282824128865653,48,3.0,18.0,44.0,48.0
0.0274126995354774,8.485008584099027e-05,0.1308841705321712,43,3.0,11.0,43.0,28.0
0.0247784117236628,4.558578779904515e-05,0.1289135835254496,38,3.0,13.0,38.0,22.0
0.0277809536282728,3.476041087836582e-05,0.1298689104831102,41,3.0,16.0,37.0,41.0
0.0305572208016981,0.0001382432383251,0.1301820278167174,39,3.0,18.0,39.0,36.0
0.030260566622006,0.0001773489784681,0.1283819973468237,55,5.0,21.0,42.0,55.0
0.0274976994842174,0.0002149827749735,0.1348037724622879,35,3.0,20.0,34.0,35.0
0.0304989749565591,0.0001220391059177,0.1303598433732435,40,2.0,14.0,37.0,40.0
0.0273057464510086,0.0001401792542309,0.1280384361743385,42,2.0,14.0,42.0,42.0
0.0258300331673963,7.382646435868598e-05,0.1285257339476995,50,3.0,16.0,48.0,50.0
0.0264633763581402,5.637708998176796e-05,0.1298231967067921,48,3.0,12.0,42.0,48.0
0.0291478727012749,0.000112152873846,0.1286627508662111,47,3.0,17.0,37.0,47.0
0.0266770794987565,0.0001051050855675,0.1279549384401901,48,3.0,18.0,39.0,48.0
0.028155492618668,7.334919791898382e-05,0.1295900493859696,52,3.0,17.0,42.0,52.0
0.0267927292734271,8.2525291330135e-05,0.1289327740668705,53,6.0,33.0,44.0,53.0
0.0261522475629934,8.349599419052083e-05,0.1278543345896793,62,11.0,46.0,51.0,62.0
0.0253310855477941,8.320900853033404e-05,0.1288951840014768,64,5.0,42.0,50.0,64.0
0.0318664982914789,0.0001275784452445,0.1281410902738029,64,5.0,25.0,49.0,64.0
0.0276988781988503,0.0001940925384617,0.1297466673698167,69,5.0,30.0,50.0,69.0
0.0333162381707398,0.000145546538988,0.1304072290658399,58,5.0,21.0,42.0,58.0
0.0302433446049562,0.0001643615472603,0.1316255033015648,49,5.0,13.0,38.0,49.0
0.0302433446049562,0.0001770590315572,0.1316277287793087,51,2.0,26.0,42.0,51.0
0.0309904515743124,0.0001713822385576,0.1298482903037255,46,3.0,22.0,44.0,46.0
0.0313173374160991,8.79575153905167e-05,0.129676867179634,55,5.0,14.0,44.0,55.0
0.0261400248855241,5.336762862369364e-05,0.1277382224797662,47,3.0,8.0,40.0,47.0
0.028732532635319,8.038829152174994e-05,0.1278288960456307,37,5.0,14.0,37.0,35.0
0.025695113465179,7.907642469226894e-05,0.1267057072695207,39,6.0,22.0,37.0,39.0
0.0280219931155324,7.907642469226894e-05,0.1265864521264494,50,9.0,50.0,45.0,48.0
0.0280219931155324,0.0001212742560945,0.1232170239090398,45,7.0,29.0,45.0,45.0
0.0282379086323755,6.532279803647692e-05,0.1234682127832844,56,10.0,56.0,46.0,56.0
0.031728651374565,0.0001227966567966,0.1267021447419584,101,10.0,41.0,101.0,67.0
0.0333027131855346,6.884711183371837e-05,0.1253825277089542,57,3.0,15.0,40.0,57.0
0.0358431767136109,0.0001908629052527,0.1251756068031526,64,8.0,33.0,48.0,64.0
0.0388883820179313,9.695326193761798e-05,0.1267780873655754,147,8.0,36.0,147.0,67.0
0.0388883820179313,9.11907822577102e-05,0.1254187857569978,84,8.0,32.0,84.0,65.0
0.0456746816634938,0.0001286108308704,0.1280263739807993,64,8.0,38.0,45.0,64.0
0.0512776430241787,0.0001568359276915,0.1280543957972572,64,7.0,31.0,50.0,64.0
0.0429988503455933,0.000117963332741,0.1256676561408599,78,7.0,30.0,67.0,78.0
0.0429988503455933,9.779739048095008e-05,0.1254290789365238,63,6.0,15.0,45.0,63.0
0.0282407253980517,4.793963932384188e-05,0.1256935119592196,49,5.0,13.0,31.0,49.0
0.031681954207585,4.218531112504352e-05,0.1240450007994148,49,8.0,24.0,34.0,49.0
0.0324938185512882,7.607458001984296e-05,0.1239248269004895,52,9.0,29.0,38.0,52.0
0.0315976142883167,8.873030492723263e-05,0.1232252970317693,67,9.0,26.0,54.0,67.0
0.0335321702423439,0.0001397311555841,0.1249687631275131,56,7.0,25.0,44.0,56.0
0.030979136352421,8.914083957591372e-05,0.1246643893094976,51,5.0,12.0,45.0,51.0
0.0307944174855817,6.897596176710789e-05,0.1252928078174061,53,3.0,10.0,49.0,53.0
0.0310616064816581,8.640199706196522e-05,0.1270286534635399,51,5.0,14.0,47.0,51.0
0.0338715054094648,9.0089623681623e-05,0.1293353174385876,45,5.0,17.0,45.0,41.0
0.0406706488159805,0.000107379209137,0.1261950994245778,52,6.0,24.0,44.0,52.0
0.0452486276626395,0.0001759450678945,0.1242903247475098,66,7.0,34.0,61.0,66.0
0.0452486276626395,0.0001408697644364,0.1246341802179286,129,11.0,58.0,129.0,76.0
0.0357998535036889,6.463558383981758e-05,0.1229946985840277,154,13.0,54.0,154.0,84.0
0.0393559944220673,0.0001109923323383,0.1223852187394578,214,15.0,42.0,214.0,65.0
0.0854576230048771,0.0001109923323383,0.1220054104923686,69,7.0,30.0,37.0,69.0
0.0854576230048771,7.024382722010296e-05,0.1308597702483699,61,9.0,25.0,37.0,61.0
0.102129556238608,7.024382722010296e-05,0.1271856129168926,143,16.0,43.0,48.0,143.0
0.1138156726955886,0.0001396263503071,0.1255735958233799,153,16.0,39.0,42.0,153.0
0.0691066971363569,8.14175000413908e-05,0.1237888708710147,137,16.0,32.0,105.0,137.0
0.0590916675055813,0.0001318335320402,0.1239883365903905,154,18.0,52.0,101.0,154.0
0.0622500814497207,6.620193016712548e-05,0.1209900751709426,154,18.0,43.0,93.0,154.0
0.04597322719047,8.8366740403126e-05,0.1208613802907676,126,15.0,47.0,126.0,111.0
0.0411584340035741,0.0003923663598967,0.1210161332488319,79,10.0,47.0,126.0,79.0
0.042393721640092,0.000599768653046,0.1212254241108381,119,13.0,48.0,119.0,84.0
0.042393721640092,0.0001425972150172,0.1228180378674941,61,7.0,29.0,61.0,59.0
0.042393721640092,9.231792137139298e-05,0.123768892139144,93,10.0,29.0,93.0,66.0
0.036153884113017,0.00013212718477,0.1236877441405727,69,6.0,25.0,67.0,69.0
0.034641329199061,0.0001125360277264,0.1252598859852651,90,7.0,32.0,90.0,70.0
0.0394229501763521,0.0002125403116223,0.1242635324596833,80,10.0,40.0,80.0,68.0
0.0394229501763521,0.0003191719297318,0.1229924336075262,90,9.0,44.0,90.0,67.0
0.0354727050251047,0.0001552387503912,0.1242722927921484,68,7.0,34.0,50.0,68.0
0.0422903048958382,9.072438031774458e-05,0.1217376359271535,77,6.0,27.0,77.0,64.0
0.0397896764625691,0.0001010053456411,0.1197851821779698,77,5.0,14.0,77.0,65.0
0.0350611176850166,0.0001406442906084,0.1195456883808146,87,7.0,30.0,87.0,66.0
0.0368345086096305,0.0001218972902278,0.1210354790091002,90,8.0,39.0,90.0,60.0
0.0389667525887324,0.0001483877495047,0.1241831406950425,97,9.0,44.0,97.0,56.0
0.0389667525887324,0.0003192626463713,0.1213525459169828,136,11.0,51.0,136.0,73.0
0.0396738678818766,0.0003567896492312,0.1211944520472967,159,10.0,48.0,159.0,77.0
0.039649195969088,0.0002120637218466,0.1212307810782873,172,11.0,48.0,172.0,88.0
0.0450088270008373,9.832945943340228e-05,0.1257149577140276,169,11.0,43.0,169.0,116.0
0.0450088270008373,0.0003145096444092,0.1268959477280393,136,14.0,47.0,136.0,121.0
0.0450088270008373,0.0001686234485922,0.1238432946232168,112,14.0,42.0,112.0,103.0
0.0370702631771407,0.0001697872357907,0.1246494054793784,89,11.0,49.0,61.0,89.0
0.0429526083171186,0.0004153217447806,0.1204831287333838,73,5.0,18.0,49.0,73.0
0.040509956289941,0.0002494895888957,0.1228616908192115,64,5.0,17.0,45.0,64.0
0.0359860062599029,0.0001022695432765,0.1168750189244252,53,7.0,18.0,45.0,53.0
0.0359860062599029,8.675440039947686e-05,0.12196473777289,80,9.0,39.0,80.0,60.0
0.0356681719422189,0.0001856876915552,0.1259247958659593,90,11.0,45.0,90.0,58.0
0.0361993350088443,0.0005196144920771,0.1231096759437994,133,10.0,56.0,133.0,66.0
0.0391230247914625,0.0001757964200805,0.1193363964557143,185,11.0,50.0,185.0,71.0
0.0391230247914625,0.0001956779942787,0.1187798431718043,122,13.0,50.0,122.0,69.0
0.0391230247914625,0.0001586766302352,0.1218594014644107,77,14.0,44.0,77.0,66.0
0.0386608801781967,0.0001926957484101,0.1220350414514025,80,7.0,21.0,67.0,80.0
0.0374139286577543,0.0002753441804087,0.1230327859520391,69,5.0,22.0,46.0,69.0
0.033827647566781,0.0003252734604755,0.1256709545850222,84,6.0,21.0,64.0,84.0
0.0383887551724748,0.000213517792872,0.1245201304554412,98,6.0,20.0,58.0,98.0
0.0291150407986991,0.000213517792872,0.1227761283516364,53,5.0,25.0,37.0,53.0
0.0286969535429229,0.000213517792872,0.1240959540008973,34,5.0,20.0,34.0,26.0
