CO,NO2,O3,AQI,CO AQI,NO2 AQI,O3 AQI,PM2.5 AQI
0.0356145504221296,0.0001737800392879,0.1598909576719872,53,3.0,25.0,30.0,53.0
0.0360899725974332,0.0001631554897659,0.1392447363640322,54,3.0,17.0,44.0,54.0
0.0304035637527704,0.0001631554897659,0.1422358751296997,49,3.0,21.0,31.0,49.0
0.0305937863886356,0.0001631554897659,0.1405930519104004,26,2.0,15.0,24.0,26.0
0.0321969948709011,0.0001631554897659,0.1469409465789795,37,2.0,12.0,37.0,33.0
0.032365933060646,9.002459227822445e-05,0.1452151258261272,51,2.0,8.0,41.0,51.0
0.0313187495634177,0.0001411271048058,0.1414073832819121,56,5.0,23.0,38.0,56.0
0.0343701317906379,0.0001894594752229,0.1415074914693832,44,3.0,21.0,38.0,44.0
0.0332712717354297,0.0002613473334349,0.1406228393316269,55,5.0,25.0,45.0,55.0
0.0301615145368537,0.0002384786989073,0.1362167575945028,56,3.0,25.0,45.0,56.0
0.0301615145368537,0.0002384786989073,0.1313886940479278,57,7.0,25.0,48.0,57.0
0.0284030605107545,9.301654904539806e-05,0.135415395470703,57,7.0,25.0,48.0,57.0
0.0352402068674564,0.0001639152469579,0.1399347931146621,60,6.0,36.0,43.0,60.0
0.0352402068674564,0.0001491397997597,0.1361973732709884,61,3.0,23.0,45.0,61.0
0.0316746495664119,0.000180072049261,0.1377643495798111,59,3.0,16.0,41.0,59.0
0.0330037102103233,7.653348438907415e-05,0.1420026868581771,81,2.0,8.0,42.0,81.0
0.0363334063440561,0.0001104113033587,0.1462331617588207,95,3.0,23.0,42.0,95.0
0.033489316701889,0.0001460633066017,0.1397816091775894,66,3.0,13.0,44.0,66.0
0.0336520941505026,7.831344555597752e-05,0.145081028342247,55,2.0,9.0,42.0,55.0
0.029731287848618,0.0001842631305419,0.1387065608280548,53,2.0,19.0,37.0,53.0
0.031148774549365,0.0002850979799404,0.1369896680116653,60,3.0,17.0,45.0,60.0
0.0275505483150482,0.0001200647228435,0.1391261800256934,58,5.0,18.0,45.0,58.0
0.0280614849179983,0.000130724651763,0.1324401952749451,63,7.0,35.0,43.0,63.0
0.0287720747292041,0.0001844203070504,0.1292344331741333,65,6.0,34.0,48.0,65.0
0.0314830392599105,0.0001258367701666,0.1316122561693191,68,6.0,26.0,67.0,68.0
0.0258789174258708,7.512811134802178e-05,0.1286132633686065,68,3.0,18.0,51.0,68.0
0.0300932898233505,0.0002530122001189,0.130427286028862,71,7.0,31.0,47.0,71.0
0.0249307809880369,0.0001816485238248,0.131690420796715,70,9.0,45.0,44.0,70.0
0.0286548189271698,0.000134015689024,0.1391789114959476,59,3.0,16.0,36.0,59.0
0.0288244131939086,0.0001968346446579,0.1340590601753472,56,3.0,17.0,35.0,56.0
0.0285308339068133,0.0001632625208003,0.1365153491497039,45,3.0,17.0,31.0,45.0
0.0262720584869384,0.0001395843006435,0.1327989024182143,54,3.0,12.0,38.0,54.0
0.0261761536821722,7.391219332930632e-05,0.1322476044297218,45,3.0,12.0,38.0,45.0
0.0291970185935497,0.0001684220769675,0.1359169483184814,59,6.0,23.0,42.0,59.0
0.0304340299052151,9.82272386131034e-05,0.1355417479090624,57,7.0,27.0,50.0,57.0
0.0259595159441232,0.0001151627948274,0.1371924579143524,56,7.0,32.0,48.0,56.0
0.030606361106038,0.0001151627948274,0.1361541002988815,62,7.0,39.0,48.0,62.0
0.0276840720325708,0.0001397443096727,0.1327111088922165,64,6.0,37.0,45.0,64.0
0.0269718505442142,0.0001155562058556,0.1299104243516922,59,8.0,32.0,48.0,59.0
0.0289255417883396,0.0001112031386583,0.130672201514244,59,5.0,23.0,40.0,59.0
0.0281515978276729,0.0002018390659941,0.1303435713052749,64,5.0,24.0,44.0,64.0
0.0311194490641355,0.0001797845876574,0.1329241394996643,63,3.0,26.0,47.0,63.0
0.0304429437965154,0.0002188364698783,0.1325480490922927,64,3.0,12.0,44.0,64.0
0.0268508075108162,0.000134589477966,0.1329019665718078,56,6.0,29.0,45.0,56.0
0.0301639381796121,0.0001730930089252,0.1381943374872207,57,7.0,32.0,45.0,57.0
0.0287558211288313,0.0001121399036492,0.1374376118183136,59,7.0,33.0,50.0,59.0
0.0258940812200307,0.0001216052420608,0.1326524269171047,54,6.0,22.0,48.0,54.0
0.0277149766888352,0.0001320096748484,0.1323296725749969,55,7.0,26.0,43.0,55.0
0.0296118715777992,9.547498120809904e-05,0.1340927630662918,58,5.0,23.0,45.0,58.0
0.0296118715777992,0.0001881396019598,0.1347213834524154,62,5.0,22.0,43.0,62.0
0.0327743664383888,0.0001031512438203,0.1354270726442337,62,6.0,28.0,43.0,62.0
0.0320559740066528,0.0002724684309214,0.1397639949675648,61,7.0,27.0,51.0,61.0
0.0305770821869373,0.0001369062648133,0.1348914753649335,52,7.0,33.0,40.0,52.0
0.0306600388139486,0.000108546737465,0.1360585093498229,40,3.0,16.0,40.0,40.0
0.0280058105217132,0.00014985591406,0.1337797790765762,55,3.0,22.0,40.0,55.0
0.0278878659009933,0.0001105328989847,0.1325036553449516,67,3.0,22.0,40.0,67.0
0.0299532394856214,9.779037534222648e-05,0.1291439731384321,58,7.0,33.0,51.0,58.0
0.0292637851089239,0.0002149004285456,0.1254868507385254,61,6.0,32.0,45.0,61.0
0.0318016508089862,0.0002690756518859,0.1281223446130752,61,3.0,28.0,38.0,61.0
0.0273499870672821,0.0001159639323304,0.1321254670619964,44,2.0,12.0,40.0,44.0
0.0277235588064776,0.0001055254761013,0.1344206929206848,42,2.0,15.0,38.0,42.0
0.0304421521663666,0.0002471930367325,0.1328824460506439,55,3.0,25.0,43.0,55.0
0.0318998359143734,0.0002888403101057,0.1286095976829528,54,7.0,34.0,46.0,54.0
0.0325703248381614,0.0003918117727153,0.1263008266687393,55,7.0,53.0,54.0,55.0
0.0325703248381614,0.0001243808384606,0.1329062833560246,59,3.0,31.0,37.0,59.0
0.0337913560085111,0.000109240717784,0.1319771750838607,57,3.0,25.0,37.0,57.0
0.0325671173632144,0.0001499851350672,0.1310579776763916,56,7.0,24.0,49.0,56.0
0.029452821239829,9.862771915581831e-05,0.1304127193290586,52,6.0,28.0,46.0,52.0
0.0327689917702821,0.0003036500295676,0.1284512439662249,52,9.0,39.0,41.0,52.0
0.0277624521404504,0.0001750172305037,0.1281301528215407,54,7.0,32.0,42.0,54.0
0.029705174267292,0.0001605100696906,0.1270300596952438,56,3.0,21.0,38.0,56.0
0.0270218532532453,0.0001374713729913,0.1266789392583838,55,7.0,30.0,45.0,55.0
0.0312199983745813,0.0002575967038844,0.1278391051926171,58,8.0,39.0,47.0,58.0
0.0289553683251142,0.0001137316362451,0.1302659260871569,64,8.0,28.0,61.0,64.0
0.0289553683251142,0.0001326953934039,0.1299756169319152,63,7.0,24.0,54.0,63.0
0.0289553683251142,7.592496331199072e-05,0.1279207542538642,55,6.0,22.0,46.0,55.0
0.0307078454643487,0.0001095327970688,0.1272584348917007,54,7.0,28.0,38.0,54.0
0.0317288729356323,9.145092917606236e-05,0.1288766711950302,48,9.0,32.0,43.0,48.0
0.0285484883934259,0.0001745907502481,0.1253891587257385,55,9.0,51.0,38.0,55.0
0.0303729242255452,0.0001842453337799,0.1225643299914712,53,8.0,41.0,43.0,53.0
0.0321155730634927,0.0001084567244726,0.1225120236194085,49,8.0,29.0,40.0,49.0
0.0321155730634927,9.318117461823872e-05,0.130682717535467,45,5.0,23.0,35.0,45.0
0.0321155730634927,0.0002144519094144,0.1310416162014007,54,7.0,26.0,36.0,54.0
0.0335859097540378,0.0002144519094144,0.1321072304714534,47,3.0,15.0,38.0,47.0
0.0361930709039885,0.0002678377786651,0.1266090720891952,59,5.0,29.0,44.0,59.0
0.0319890929386019,0.0001294004141527,0.1235325373709201,63,9.0,40.0,43.0,63.0
0.0319890929386019,0.0001128485879436,0.1263942216233012,64,9.0,49.0,64.0,60.0
0.0341899798243457,0.0001446538394569,0.1282274261017096,108,9.0,44.0,108.0,61.0
0.0341899798243457,0.0001446538394569,0.1296853558056285,68,10.0,28.0,46.0,68.0
0.0290778595954179,0.0002041206753347,0.1299390196800232,61,6.0,26.0,41.0,61.0
0.034991230815649,0.00031270616455,0.1291331648826599,59,6.0,32.0,39.0,59.0
0.0334034646739754,0.0001849670079536,0.1241995505988597,42,7.0,31.0,31.0,42.0
0.0356380455195903,0.0001170320683741,0.1254694028409324,34,3.0,24.0,33.0,34.0
0.0342032313346862,0.0002233147097285,0.1332435309886932,40,7.0,26.0,37.0,40.0
0.033490451537173,0.0002043791027972,0.1298831850290298,74,7.0,25.0,74.0,50.0
0.033490451537173,0.0001108671276597,0.1286397725343704,71,8.0,30.0,71.0,54.0
0.0330458488315343,0.0001222840823071,0.1285807402496995,54,8.0,32.0,42.0,54.0
0.0335824750363826,8.294030503371187e-05,0.1237867743327709,56,9.0,34.0,37.0,56.0
0.0372962988913059,0.0001381468900945,0.122647609369469,47,6.0,27.0,43.0,47.0
0.030512562021613,0.0001381468900945,0.125915952026844,25,2.0,19.0,24.0,25.0
0.0328102260828018,8.193834946723655e-05,0.1301100403070449,38,5.0,24.0,38.0,32.0
0.0317659801207846,0.0001869471161626,0.1230694875121116,40,7.0,26.0,35.0,40.0
0.0370610319077968,0.0002513067563852,0.1257675829015869,43,8.0,31.0,40.0,43.0
0.0370218642055988,0.0003807144821621,0.1196027994155883,52,7.0,33.0,50.0,52.0
0.0361892059445381,0.0005457568913698,0.1206522360444068,54,10.0,39.0,49.0,54.0
0.0381697602570056,0.0003340028878464,0.1236738569183888,56,9.0,32.0,49.0,56.0
0.0416231825947761,0.0005059350514784,0.1213100031018257,84,9.0,38.0,84.0,60.0
0.0344957262277603,0.0002215885584945,0.1210766278144516,133,9.0,38.0,133.0,61.0
0.0336527228355407,0.000238831089241,0.1183736433188962,56,9.0,45.0,51.0,56.0
0.0336527228355407,0.0004022070206701,0.1238623335957527,59,10.0,58.0,37.0,59.0
0.0324992154484403,0.0001879911724245,0.1297918036580085,59,3.0,18.0,41.0,59.0
0.0324992154484403,0.0002127748675033,0.133634031622898,57,7.0,46.0,44.0,57.0
0.0358613654971122,0.000185990297056,0.1385673013162582,49,10.0,49.0,45.0,48.0
0.0417033471167087,0.0002321942884009,0.1324669420719146,80,10.0,42.0,80.0,72.0
0.0383658818900585,0.0002309963310835,0.1354916989803314,68,10.0,42.0,46.0,68.0
0.0345275774598121,0.0002114319867718,0.1370082584405984,59,6.0,31.0,43.0,59.0
0.0345275774598121,0.0001337689600166,0.1297813838094165,66,8.0,45.0,44.0,66.0
0.0345275774598121,0.0004725407733815,0.1262353032441571,54,9.0,47.0,42.0,54.0
0.0358356237411499,0.000143090088386,0.1300283223390579,61,7.0,42.0,43.0,61.0
0.033953420817852,0.0003185697423759,0.1244988292455673,51,8.0,40.0,37.0,51.0
0.0313052870333194,0.000116758797958,0.1282103955745697,49,7.0,41.0,41.0,49.0
0.0326608754694461,0.0001863102806964,0.1252684146165847,46,9.0,46.0,44.0,33.0
0.0330311885723166,0.0003870904911309,0.1263005584478378,48,10.0,48.0,44.0,41.0
0.0363024695895846,0.0003732157378931,0.1259718683727111,66,11.0,66.0,43.0,58.0
0.0363024695895846,0.000361223006621,0.1266355514526367,58,14.0,55.0,40.0,58.0
0.0335636883974075,0.0002454902575181,0.1262131390654804,48,13.0,48.0,40.0,46.0
0.0335636883974075,0.0002425277333424,0.1270431287316996,42,10.0,42.0,42.0,40.0
0.0310981515794992,0.0002425277333424,0.1291946768760681,53,5.0,24.0,36.0,53.0
0.0383529625833034,0.0003005971375387,0.131149560213089,61,8.0,40.0,41.0,61.0
0.0342785567045211,0.0002966666070278,0.1271945387125015,55,10.0,39.0,32.0,55.0
0.0315604951722877,0.0001340487731838,0.1283622029691817,52,8.0,37.0,35.0,43.0
0.0338632017374038,0.0001992973702726,0.1295070499181747,43,8.0,43.0,34.0,43.0
0.0320622697472572,0.0003338769433197,0.126666297047743,46,10.0,46.0,31.0,40.0
0.0300342850387096,0.0003369153128005,0.1140253618359565,71,11.0,51.0,35.0,71.0
0.0351615510880947,0.0003920848702156,0.118947726811668,68,14.0,51.0,44.0,68.0
0.0363972299929587,0.0003401597437715,0.1254559863534483,67,13.0,47.0,45.0,67.0
0.0363972299929587,0.000240824832872,0.1181336157023906,65,13.0,47.0,42.0,65.0
0.0320505835115909,0.0002379046626904,0.1209044636106095,81,14.0,69.0,29.0,81.0
0.0380893088877201,0.0002205967496241,0.1224391422010717,121,10.0,46.0,38.0,121.0
0.0345148891210556,0.0003119402296267,0.1226649398368156,67,14.0,57.0,31.0,67.0
0.0294697452336549,0.0001795306932314,0.1164304552136393,44,16.0,43.0,34.0,44.0
0.0345533630766301,0.0001319108843275,0.1115803782441348,73,13.0,36.0,38.0,73.0
0.0345533630766301,0.000194563268451,0.1114394068717956,94,6.0,28.0,40.0,94.0
0.0337807125096245,0.0002798738423734,0.1125535815954208,82,13.0,42.0,35.0,82.0
0.0337807125096245,0.0006096824072301,0.1192638128995895,93,10.0,42.0,35.0,93.0
